,FECHA,TMAXH(C),TMEDH(C),TMINH(C),HRMAXH(C),HRMEDH(C),HRMINH(C),LLUVIAH(MM),TMINF(C),TMEDF(C),TMAXF(C),RADF(W/M2),LLUVIAF(MM),T-TD(C),RADF(MJ/M2)
581,2021/10/06,21.8,15.2,9.2,74 ,53 ,33 ,2.29,,,,,,,
582,2021/10/07,24.5,16.2,7.6,65 ,46 ,29 ,0.0,,,,,,,
583,2021/10/08,25.4,18.3,13.5,58 ,45 ,30 ,0.0,,,,,,,
584,2021/10/09,28.1,19.5,9.4,80 ,51 ,27 ,0.0,,,,,,,
585,2021/10/10,24.2,18.1,13.5,99 ,88 ,66 ,4.57,,,,,,,
586,2021/10/11,31.2,20.5,11.8,99 ,72 ,36 ,0.0,,,,,,,
587,2021/10/12,31.8,22.8,13.1,92 ,59 ,34 ,0.0,,,,,,,
588,2021/10/13,27.2,19.7,14.5,99 ,85 ,61 ,36.58,,,,,,,
589,2021/10/14,28.1,15.5,9.3,99 ,86 ,44 ,28.96,,,,,,,
590,2021/10/15,25.1,16.0,9.3,99 ,49 ,17 ,0.3,,,,,,,
591,2021/10/16,24.9,16.4,8.9,69 ,50 ,31 ,0.0,,,,,,,
592,2021/10/17,28.6,17.1,0.0,83 ,51 ,0 ,0.0,,,,,,,
593,2021/10/18,30.8,20.6,11.1,78 ,48 ,22 ,0.0,,,,,,,
594,2021/10/19,32.3,21.9,14.5,71 ,43 ,17 ,0.0,,,,,,,
595,2021/10/20,31.3,22.6,11.7,85 ,45 ,20 ,0.0,,,,,,,
596,2021/10/21,31.2,23.5,12.4,88 ,46 ,25 ,0.0,,,,,,,
597,2021/10/22,31.7,22.6,13.5,99 ,57 ,29 ,1.02,,,,,,,
598,2021/10/23,26.2,18.5,12.8,99 ,77 ,43 ,6.1,,,,,,,
599,2021/10/24,33.0,20.7,8.7,87 ,46 ,15 ,0.0,,,,,,,
600,2021/10/25,41.4,26.0,13.3,78 ,38 ,9 ,0.0,,,,,,,
601,2021/10/26,40.6,28.2,15.8,71 ,37 ,10 ,0.0,,,,,,,
602,2021/10/27,36.1,26.8,14.4,90 ,46 ,18 ,0.0,,,,,,,
603,2021/10/29,38.5,32.0,0.0,43 ,32 ,0 ,0.0,,,,,,,
604,2021/10/30,40.3,30.0,18.6,66 ,45 ,24 ,0.0,,,,,,,
605,2021/10/31,28.4,19.7,13.9,84 ,70 ,52 ,0.25,,,,,,,
606,2021/11/01,20.3,14.9,12.2,99 ,98 ,82 ,13.46,,,,,,,
607,2021/11/02,24.8,17.7,13.7,99 ,93 ,72 ,0.0,,,,,,,
608,2021/11/03,27.4,16.0,12.4,99 ,90 ,44 ,0.0,,,,,,,
609,2021/11/04,27.3,12.3,12.3,99 ,94 ,57 ,0.0,,,,,,,
610,2021/11/05,17.9,13.7,12.3,99 ,82 ,49 ,0.0,,,,,,,
611,2021/11/06,26.3,17.3,11.1,76 ,60 ,37 ,0.0,,,,,,,
612,2021/11/07,33.4,22.3,12.9,81 ,60 ,33 ,0.0,,,,,,,
613,2021/11/08,34.0,24.0,15.8,99 ,68 ,37 ,0.0,,,,,,,
614,2021/11/09,29.0,20.0,16.1,99 ,83 ,42 ,10.92,,,,,,,
615,2021/11/10,32.0,22.1,0.0,99 ,74 ,0 ,0.0,,,,,,,
616,2021/11/11,33.0,24.3,16.1,96 ,61 ,28 ,0.0,,,,,,,
617,2021/11/13,17.7,17.3,0.0,99 ,99 ,0 ,3.05,,,,,,,
618,2021/11/14,32.8,22.7,14.9,99 ,61 ,20 ,0.0,,,,,,,
619,2021/11/15,30.9,23.4,16.1,80 ,66 ,51 ,0.0,,,,,,,
620,2021/11/16,22.0,17.5,13.9,82 ,61 ,47 ,8.89,,,,,,,
621,2021/11/17,28.6,18.5,9.3,79 ,48 ,20 ,0.0,,,,,,,
622,2021/11/18,34.0,21.2,9.7,80 ,48 ,22 ,0.0,,,,,,,
623,2021/11/19,36.2,25.3,13.1,78 ,41 ,16 ,0.0,13.1,20.3,27.1,370.0,0.0,8.1,31.968
624,2021/11/20,35.4,26.1,15.0,86 ,47 ,21 ,0.0,15.2,22.1,28.8,369.0,0.0,8.3,31.8816
625,2021/11/21,37.3,27.3,16.0,91 ,48 ,24 ,0.0,17.6,23.6,30.1,370.0,0.0,9.0,31.968
626,2021/11/22,43.0,30.0,18.4,82 ,45 ,17 ,0.0,18.9,24.9,31.6,361.0,0.0,8.6,31.1904
627,2021/11/23,33.7,25.8,20.2,62 ,42 ,23 ,0.0,17.6,22.4,30.1,281.0,6.4,6.3,24.2784
628,2021/11/24,36.1,26.1,18.8,76 ,53 ,34 ,0.0,11.7,15.9,21.7,216.0,2.2,6.5,18.6624
629,2021/11/25,32.9,27.0,0.0,99 ,56 ,0 ,21.34,11.3,16.0,21.0,231.0,1.8,6.8,19.9584
630,2021/11/26,37.8,26.1,15.2,99 ,58 ,23 ,0.0,13.2,18.5,24.9,289.0,1.0,7.1,24.9696
631,2021/11/27,34.4,26.1,17.5,99 ,57 ,30 ,40.13,15.2,21.6,28.0,375.0,0.0,8.2,32.4
632,2021/11/28,28.7,21.2,14.9,99 ,70 ,38 ,27.43,17.4,23.5,30.0,366.0,0.0,8.3,31.6224
633,2021/11/29,34.4,24.1,14.6,82 ,49 ,18 ,0.0,19.2,25.5,31.9,344.0,0.6,8.0,29.7216
634,2021/11/30,34.6,25.4,14.9,85 ,47 ,19 ,0.0,20.3,24.6,31.1,280.0,3.1,6.3,24.192
635,2021/12/01,34.1,24.9,17.6,84 ,59 ,36 ,0.0,18.0,23.2,30.4,274.0,2.4,7.0,23.6736
636,2021/12/02,34.9,26.5,18.4,73 ,54 ,33 ,0.0,18.5,22.4,29.2,338.0,7.0,6.2,29.2032
637,2021/12/03,32.6,27.7,24.9,63 ,41 ,33 ,0.0,17.2,21.7,26.9,321.0,2.1,5.3,27.7344
638,2021/12/04,34.1,25.8,21.0,72 ,55 ,31 ,0.0,17.9,22.6,28.0,337.0,0.9,6.2,29.1168
639,2021/12/05,32.1,24.9,18.4,89 ,66 ,46 ,0.0,18.6,23.3,28.9,341.0,0.6,6.6,29.4624
640,2021/12/06,35.3,25.5,18.0,87 ,63 ,38 ,0.0,18.5,24.6,30.6,342.0,0.5,7.2,29.5488
641,2021/12/07,34.5,27.1,18.8,76 ,51 ,33 ,0.0,15.9,20.0,26.7,258.0,1.8,8.0,22.2912
642,2021/12/08,38.8,28.4,21.2,64 ,43 ,24 ,0.0,14.1,18.8,24.3,365.0,0.0,8.6,31.536
643,2021/12/09,30.7,24.2,20.7,86 ,66 ,44 ,0.0,13.6,19.8,26.6,368.0,0.0,8.2,31.7952
644,2021/12/10,22.9,20.3,18.9,99 ,97 ,73 ,9.4,15.2,21.8,28.7,381.0,0.0,8.8,32.9184
645,2021/12/11,32.5,24.8,18.1,99 ,72 ,41 ,0.0,18.6,24.0,30.5,320.0,0.0,8.2,27.648
646,2021/12/12,33.9,23.7,18.7,99 ,75 ,44 ,11.43,19.9,25.1,31.4,341.0,0.5,7.8,29.4624
647,2021/12/13,30.3,22.0,18.0,99 ,86 ,50 ,0.0,19.7,24.9,31.0,359.0,4.3,7.3,31.0176
648,2021/12/14,37.1,25.6,18.3,88 ,67 ,36 ,0.0,20.5,26.2,32.3,356.0,1.3,8.0,30.7584
649,2021/12/15,34.5,24.2,16.6,90 ,64 ,36 ,0.0,20.1,24.6,30.9,265.0,5.4,6.6,22.896
650,2021/12/16,35.7,26.8,18.2,76 ,51 ,27 ,0.0,20.5,24.9,30.9,347.0,0.0,7.7,29.9808
651,2021/12/17,36.8,26.9,17.3,86 ,53 ,23 ,0.0,20.5,25.4,31.3,370.0,0.0,8.5,31.968
652,2021/12/18,36.3,28.6,20.1,67 ,50 ,33 ,0.0,20.4,25.7,31.8,356.0,1.4,8.4,30.7584
653,2021/12/19,40.6,30.6,21.5,73 ,51 ,28 ,0.0,19.0,24.6,31.5,340.0,4.3,7.4,29.376
654,2021/12/20,42.0,35.0,26.6,60 ,36 ,24 ,0.0,19.7,25.4,30.8,327.0,1.2,7.7,28.2528
655,2021/12/21,40.5,29.4,20.7,82 ,57 ,31 ,0.76,21.2,25.5,30.9,270.0,2.2,6.7,23.328
656,2021/12/22,38.3,30.5,22.1,99 ,54 ,27 ,1.78,18.9,23.7,30.4,301.0,2.9,6.8,26.0064
657,2021/12/23,38.9,33.7,26.7,39 ,31 ,24 ,0.0,16.2,21.7,27.2,306.0,3.5,7.9,26.4384
658,2021/12/24,39.8,29.8,20.3,67 ,37 ,19 ,0.0,16.4,21.7,28.4,384.0,0.0,9.8,33.1776
659,2021/12/25,40.1,30.4,21.3,57 ,33 ,15 ,0.0,16.1,23.4,30.5,382.0,0.2,10.2,33.0048
660,2021/12/26,41.2,30.5,20.2,55 ,34 ,17 ,0.0,18.2,24.3,31.2,380.0,0.0,10.3,32.832
661,2021/12/27,42.5,31.1,19.7,57 ,27 ,11 ,0.0,18.4,25.0,31.9,376.0,0.0,10.0,32.4864
662,2021/12/28,41.9,31.2,20.3,58 ,29 ,13 ,0.0,19.6,25.4,32.3,332.0,1.7,9.1,28.6848
663,2021/12/31,39.6,35.0,0.0,76 ,29 ,0 ,1.02,20.4,26.0,33.8,361.0,5.5,9.6,31.1904
664,2022/01/01,37.8,28.0,21.6,80 ,50 ,31 ,0.51,21.2,25.1,30.5,303.0,2.9,6.7,26.1792
665,2022/01/02,37.3,26.8,18.6,91 ,62 ,40 ,21.59,17.6,22.6,31.0,280.0,7.1,5.3,24.192
666,2022/01/03,35.8,26.0,20.5,83 ,65 ,37 ,0.0,18.7,23.2,29.0,354.0,0.6,7.3,30.5856
667,2022/01/04,,,,73 ,53 ,28 ,,19.9,24.8,31.1,362.0,2.2,7.2,31.2768
668,2022/01/06,,,,49 ,33 ,21 ,,17.5,22.4,28.6,281.0,0.0,9.8,24.2784
669,2022/01/07,36.0,31.5,29.3,69 ,33 ,19 ,0.0,18.3,24.4,31.2,319.0,0.0,9.9,27.5616
670,2022/01/08,38.6,29.8,19.9,66 ,40 ,24 ,0.0,18.4,23.8,31.0,268.0,1.6,10.1,23.1552
671,2022/01/09,40.2,30.5,20.9,58 ,37 ,14 ,0.0,19.4,25.0,31.9,342.0,0.0,9.9,29.5488
672,2022/01/10,43.6,31.9,21.6,69 ,40 ,18 ,0.0,20.5,25.5,31.1,288.0,0.5,9.8,24.8832
673,2022/01/11,46.3,34.0,20.9,70 ,37 ,14 ,0.0,19.8,25.3,31.9,339.0,0.3,10.5,29.2896
674,2022/01/12,44.2,40.2,0.0,60 ,23 ,0 ,0.0,21.2,26.5,33.0,364.0,0.2,10.6,31.4496
675,2022/01/13,42.6,35.1,30.3,30 ,24 ,14 ,0.0,21.8,27.4,33.9,329.0,1.8,8.6,28.4256
676,2022/01/14,42.5,34.0,28.1,47 ,32 ,18 ,0.0,23.6,28.2,33.7,264.0,1.7,7.5,22.8096
677,2022/01/15,42.8,34.2,24.8,70 ,41 ,23 ,0.0,22.9,27.0,32.0,209.0,2.1,7.3,18.0576
678,2022/01/16,44.6,31.7,24.1,78 ,50 ,24 ,1.52,21.5,26.5,32.7,303.0,0.4,7.4,26.1792
679,2022/01/17,33.2,26.4,18.1,99 ,74 ,49 ,7.62,22.7,27.8,33.9,345.0,0.2,7.5,29.808
680,2021/12/29,,,,,,,,20.3,26.0,32.8,344.0,0.6,9.0,29.7216
681,2021/12/30,,,,,,,,20.7,26.6,33.9,373.0,0.0,10.2,32.2272
682,2022/01/05,,,,,,,,19.4,22.8,28.1,315.0,3.6,7.4,27.216
683,2022/01/18,,,,,,,,22.4,27.7,34.0,345.0,0.6,7.7,29.808
684,2022/01/19,,,,,,,,21.9,27.7,33.7,322.0,13.0,7.5,27.8208
685,2022/01/20,,,,,,,,22.0,26.0,31.6,294.0,4.7,6.0,25.4016
686,2022/01/21,,,,,,,,22.3,27.7,34.4,337.0,1.3,8.2,29.1168
687,2022/01/22,,,,,,,,23.2,27.7,33.8,316.0,1.0,8.7,27.3024
688,2022/01/23,,,,,,,,21.4,26.5,33.6,347.0,0.5,9.5,29.9808
689,2022/01/24,,,,,,,,21.7,27.4,33.9,346.0,1.0,10.1,29.8944
690,2022/01/25,,,,,,,,22.1,27.0,33.5,322.0,1.0,9.6,27.8208
691,2022/01/26,,,,,,,,21.8,26.1,33.2,190.0,6.4,7.0,16.416
692,2022/01/27,,,,,,,,22.3,26.7,32.8,297.0,4.5,7.2,25.6608
693,2022/01/28,,,,,,,,21.5,26.6,32.3,289.0,5.3,8.2,24.9696
694,2022/01/29,,,,,,,,21.6,26.9,34.0,331.0,1.9,9.1,28.5984
695,2022/01/30,,,,,,,,23.7,28.1,34.2,344.0,0.0,9.8,29.7216
696,2022/01/31,,,,,,,,21.7,26.2,32.2,294.0,0.8,8.7,25.4016
697,2022/02/01,,,,,,,,21.1,27.0,33.7,342.0,0.0,10.1,29.5488
698,2022/02/02,,,,,,,,22.9,27.3,34.7,345.0,0.5,9.0,29.808
699,2022/02/03,,,,,,,,21.1,26.8,33.7,312.0,0.8,8.9,26.9568
700,2022/02/04,,,,,,,,17.7,23.3,31.2,244.0,5.1,9.8,21.0816
701,2022/02/05,,,,,,,,17.6,21.4,28.0,173.0,7.2,9.6,14.9472
702,2022/02/06,,,,,,,,19.0,24.7,31.1,283.0,0.2,9.2,24.4512
703,2022/02/07,,,,,,,,19.9,25.5,33.6,263.0,3.7,7.9,22.7232
704,2022/02/08,,,,,,,,20.9,24.9,30.6,297.0,1.4,9.0,25.6608
705,2022/02/09,,,,,,,,20.5,24.8,30.3,219.0,1.7,8.6,18.9216
706,2022/02/10,,,,,,,,20.7,24.8,30.1,190.0,5.2,6.5,16.416
707,2022/02/11,,,,,,,,20.9,25.6,31.7,252.0,1.2,7.2,21.7728
708,2022/02/12,,,,,,,,22.2,26.7,32.4,270.0,0.5,7.0,23.328
709,2022/02/13,,,,,,,,22.4,26.8,32.9,252.0,5.1,5.4,21.7728
710,2022/02/14,,,,,,,,22.0,25.1,30.8,252.0,5.8,3.9,21.7728
711,2022/02/15,,,,,,,,21.6,25.9,31.9,264.0,0.5,6.7,22.8096
712,2022/02/16,,,,,,,,22.3,26.9,33.0,267.0,0.2,7.0,23.0688
713,2022/02/17,,,,,,,,22.4,27.2,35.0,238.0,5.4,7.5,20.5632
714,2022/02/18,,,,,,,,21.8,26.4,33.1,312.0,0.3,9.3,26.9568
715,2022/02/19,,,,,,,,19.9,25.6,32.2,259.0,1.8,8.7,22.3776
716,2022/02/20,,,,,,,,18.1,23.6,31.3,236.0,2.2,8.3,20.3904
717,2022/02/21,,,,,,,,17.2,21.2,28.7,267.0,0.9,7.8,23.0688
718,2022/02/22,,,,,,,,17.1,22.6,29.4,304.0,0.5,10.0,26.2656
719,2022/02/23,,,,,,,,17.7,24.0,30.8,324.0,0.0,9.1,27.9936
720,2022/02/24,,,,,,,,19.4,25.7,33.2,320.0,0.1,9.4,27.648
721,2022/02/25,,,,,,,,20.4,26.6,33.8,320.0,1.4,9.5,27.648
722,2022/02/26,,,,,,,,21.7,27.6,34.6,301.0,0.0,9.1,26.0064
723,2022/02/27,,,,,,,,22.7,28.2,34.8,300.0,0.1,9.0,25.92
724,2022/02/28,,,,,,,,23.0,28.4,35.5,290.0,0.0,9.6,25.056
725,2022/03/01,,,,,,,,21.7,26.6,33.0,255.0,3.0,8.2,22.032
726,2022/03/02,,,,,,,,19.5,22.7,27.7,136.0,2.5,6.3,11.7504
727,2022/03/03,,,,,,,,20.7,24.4,29.6,184.0,1.0,7.4,15.8976
728,2022/03/04,,,,,,,,20.5,24.8,30.3,202.0,1.3,7.6,17.4528
729,2022/03/05,,,,,,,,21.3,25.6,31.4,243.0,2.5,7.4,20.9952
730,2022/03/06,,,,,,,,21.2,26.3,32.4,265.0,1.8,7.1,22.896
731,2022/03/07,,,,,,,,21.3,25.5,32.3,248.0,7.7,5.2,21.4272
732,2022/03/08,,,,,,,,19.5,24.6,30.3,274.0,1.0,7.9,23.6736
733,2022/03/09,,,,,,,,18.1,24.2,31.1,270.0,2.1,9.1,23.328
734,2022/03/10,,,,,,,,18.2,21.4,26.7,158.0,3.8,7.8,13.6512
735,2022/03/11,,,,,,,,17.7,21.7,26.2,172.0,2.9,5.6,14.8608
736,2022/03/12,,,,,,,,18.3,23.0,28.3,264.0,1.1,7.2,22.8096
737,2022/03/13,,,,,,,,19.0,23.8,30.3,267.0,2.7,6.7,23.0688
738,2022/03/14,,,,,,,,20.5,25.4,32.0,276.0,1.4,7.5,23.8464
739,2022/03/15,,,,,,,,18.6,23.6,31.3,244.0,2.4,8.0,21.0816
740,2022/03/16,,,,,,,,16.5,20.8,29.3,234.0,5.4,6.2,20.2176
741,2022/03/17,,,,,,,,16.3,18.4,22.0,85.0,4.1,4.0,7.344
742,2022/03/18,,,,,,,,16.6,20.1,24.3,192.0,1.6,4.7,16.5888
743,2022/03/19,,,,,,,,17.6,21.3,26.5,219.0,1.4,5.8,18.9216
744,2022/03/20,,,,,,,,15.6,19.1,24.6,169.0,1.3,7.9,14.6016
745,2022/03/21,,,,,,,,13.9,19.3,25.8,202.0,0.1,7.8,17.4528
746,2022/03/22,,,,,,,,16.2,21.5,28.4,266.0,0.6,7.6,22.9824
747,2022/03/23,,,,,,,,16.7,20.9,26.5,187.0,0.5,7.5,16.1568
748,2022/03/24,,,,,,,,15.8,20.9,27.7,246.0,0.0,9.2,21.2544
749,2022/03/25,,,,,,,,16.8,21.5,28.4,214.0,0.1,8.2,18.4896
750,2022/03/26,,,,,,,,18.6,23.0,29.0,221.0,1.5,7.0,19.0944
751,2022/03/27,,,,,,,,18.5,21.8,26.6,65.0,4.6,6.3,5.616
752,2022/03/28,,,,,,,,16.6,21.2,27.2,228.0,0.0,10.7,19.6992
753,2022/03/29,,,,,,,,16.9,20.7,26.6,165.0,0.0,9.2,14.256
754,2022/03/30,,,,,,,,15.9,20.2,25.9,138.0,1.8,7.0,11.9232
755,2022/03/31,,,,,,,,16.5,20.6,26.5,187.0,0.3,6.7,16.1568
756,2022/04/01,,,,,,,,15.8,21.6,28.5,242.0,1.3,7.0,20.9088
757,2022/04/02,,,,,,,,16.8,21.2,27.3,200.0,0.0,7.9,17.28
758,2022/04/03,,,,,,,,15.4,20.3,26.7,168.0,0.4,8.2,14.5152
759,2022/04/04,,,,,,,,17.7,20.8,25.8,99.0,0.7,6.0,8.5536
760,2022/04/05,,,,,,,,18.2,21.7,27.3,144.0,0.7,6.5,12.4416
761,2022/04/06,,,,,,,,16.3,21.2,26.9,128.0,3.1,7.1,11.0592
762,2022/04/07,,,,,,,,15.4,21.1,27.9,162.0,0.1,7.8,13.9968
763,2022/04/08,,,,,,,,16.7,21.5,28.2,202.0,0.1,6.2,17.4528
764,2022/04/09,,,,,,,,18.8,23.2,28.7,176.0,0.8,6.7,15.2064
765,2022/04/10,,,,,,,,17.7,21.4,26.6,181.0,1.1,7.1,15.6384
766,2022/04/11,,,,,,,,17.8,21.0,26.4,182.0,1.3,6.5,15.7248
767,2022/04/12,,,,,,,,17.3,21.0,25.8,198.0,0.4,6.7,17.1072
768,2022/04/13,,,,,,,,14.3,18.5,25.4,152.0,7.0,5.6,13.1328
769,2022/04/14,,,,,,,,13.5,18.1,24.1,205.0,0.0,8.3,17.712
770,2022/04/15,,,,,,,,13.5,18.4,24.9,200.0,0.0,8.2,17.28
771,2022/04/16,,,,,,,,14.3,18.8,24.5,145.0,0.2,6.9,12.528
772,2022/04/17,,,,,,,,16.3,20.0,25.4,159.0,0.3,6.0,13.7376
773,2022/04/18,,,,,,,,15.8,20.2,26.2,140.0,0.3,5.8,12.096
774,2022/04/19,,,,,,,,15.9,20.4,27.0,160.0,0.1,6.0,13.824
775,2022/04/20,,,,,,,,16.3,21.5,27.3,163.0,0.5,6.8,14.0832
776,2022/04/21,,,,,,,,18.6,22.0,27.2,166.0,0.2,6.8,14.3424
777,2022/04/22,,,,,,,,18.8,22.5,27.3,178.0,0.0,5.7,15.3792
778,2022/04/23,,,,,,,,18.5,22.3,28.0,183.0,0.4,5.4,15.8112
779,2022/04/24,,,,,,,,17.2,20.9,27.2,171.0,0.1,7.9,14.7744
780,2022/04/25,,,,,,,,16.6,20.4,25.9,189.0,0.1,8.3,16.3296
781,2022/04/26,,,,,,,,15.1,18.9,24.3,174.0,2.8,6.5,15.0336
782,2022/04/27,,,,,,,,16.0,19.2,24.1,138.0,0.6,6.0,11.9232
783,2022/04/28,,,,,,,,15.6,19.4,24.4,118.0,0.3,6.1,10.1952
784,2022/04/29,,,,,,,,14.8,18.7,25.0,83.0,1.9,5.2,7.1712
785,2022/04/30,,,,,,,,14.9,18.8,24.5,164.0,0.0,6.0,14.1696
786,2022/05/01,,,,,,,,16.7,19.9,24.9,164.0,0.1,5.6,14.1696
787,2022/05/02,,,,,,,,16.5,19.9,24.2,154.0,1.7,4.8,13.3056
788,2022/05/03,,,,,,,,16.2,19.5,24.2,73.0,2.3,4.6,6.3072
789,2022/05/04,,,,,,,,16.0,20.6,26.4,172.0,0.3,5.7,14.8608
790,2022/05/05,,,,,,,,16.3,20.2,25.7,156.0,0.6,6.4,13.4784
791,2022/05/06,,,,,,,,15.6,19.0,23.7,160.0,0.6,7.2,13.824
792,2022/05/07,,,,,,,,14.8,18.6,24.0,138.0,0.1,8.3,11.9232
793,2022/05/08,,,,,,,,15.1,18.6,23.5,106.0,1.0,6.8,9.1584
794,2022/05/09,,,,,,,,14.2,17.9,24.5,113.0,0.1,6.1,9.7632
795,2022/05/10,,,,,,,,13.8,18.5,24.5,96.0,0.3,5.4,8.2944
796,2022/05/11,,,,,,,,16.6,20.5,26.0,132.0,0.5,5.6,11.4048
797,2022/05/12,,,,,,,,15.0,18.6,24.7,146.0,0.3,6.2,12.6144
798,2022/05/13,,,,,,,,14.5,17.3,21.5,53.0,0.2,6.0,4.5792
799,2022/05/14,,,,,,,,13.5,17.0,21.7,93.0,0.7,6.4,8.0352
800,2022/05/15,,,,,,,,14.2,18.6,22.6,92.0,0.7,5.0,7.9488
801,2022/05/16,,,,,,,,17.3,19.1,23.2,93.0,1.7,4.9,8.0352
802,2022/05/17,,,,,,,,13.8,17.7,22.7,114.0,0.5,7.3,9.8496
803,2022/05/18,,,,,,,,14.2,17.3,21.9,134.0,0.0,7.3,11.5776
804,2022/05/19,,,,,,,,13.5,16.4,19.8,68.0,0.4,7.6,5.8752
805,2022/05/20,,,,,,,,13.6,16.8,20.9,75.0,1.1,5.4,6.48
806,2022/05/21,,,,,,,,14.3,17.0,22.0,82.0,0.9,6.8,7.0848
807,2022/05/22,,,,,,,,13.1,16.3,21.2,90.0,0.5,6.9,7.776
808,2022/05/23,,,,,,,,11.9,14.9,19.3,49.0,1.4,5.9,4.2336
809,2022/05/24,,,,,,,,11.2,15.8,21.3,102.0,0.1,6.5,8.8128
810,2022/05/25,,,,,,,,14.1,17.0,21.7,58.0,0.2,5.8,5.0112
811,2022/05/26,,,,,,,,13.8,16.8,20.2,53.0,1.1,4.1,4.5792
812,2022/05/27,,,,,,,,11.4,14.0,18.6,26.0,4.1,4.2,2.2464
813,2022/05/28,,,,,,,,12.0,14.1,16.6,52.0,3.2,3.9,4.4928
814,2022/05/29,,,,,,,,12.0,14.6,17.7,62.0,0.9,4.5,5.3568
815,2022/05/30,,,,,,,,11.6,14.1,18.3,104.0,0.8,4.7,8.9856
816,2022/05/31,,,,,,,,11.1,13.6,17.0,84.0,0.8,4.9,7.2576
817,2022/06/01,,,,,,,,12.3,13.7,15.4,49.0,1.8,3.8,4.2336
818,2022/06/02,,,,,,,,12.4,14.8,17.6,47.0,1.7,4.2,4.0608
819,2022/06/03,,,,,,,,13.5,15.9,19.0,34.0,2.0,3.3,2.9376
820,2022/06/04,,,,,,,,15.0,17.1,19.1,31.0,1.7,2.4,2.6784
